date,continent,people_fully_vaccinated,people_fully_vaccinated_per_million,people_vaccinated,daily_vaccinations,daily_vaccinated_per_million,people_vaccinated_per_million
2021-02-21,South America,3124492.0,118784.0,19556345.0,784059.0,17733.0,923340.0
2021-02-22,Africa,487157.0,1442494.0,3262486.0,209948.0,28377.0,7617691.0
2021-02-22,Asia,9222939.0,861495.0,43976232.0,1111669.0,40332.0,2823336.0
2021-02-22,Europe,13759464.0,24433056.0,63549392.0,1716836.0,1042836.0,126266445.0
2021-02-22,North America,21196401.0,68778153.0,52180684.0,1773215.0,7546291.0,496646709.0
2021-02-22,South America,3167618.0,120192.0,19560044.0,786494.0,17778.0,923529.0
2021-02-23,Africa,487275.0,1443238.0,3331201.0,210114.0,28378.0,7670284.0
2021-02-23,Asia,10392440.0,889826.0,44097055.0,1113318.0,40332.0,2824289.0
2021-02-23,Europe,14310983.0,24433056.0,63680137.0,1716999.0,1042836.0,126268658.0
2021-02-23,North America,21875129.0,74054696.0,52616803.0,1773491.0,7546403.0,498893994.0
2021-02-23,South America,3210743.0,121600.0,21695974.0,787712.0,17800.0,1023419.0
2021-02-24,Africa,487334.0,2562415.0,3477056.0,210197.0,28378.0,7696581.0
2021-02-24,Asia,11561941.0,918156.0,44157467.0,1114968.0,40332.0,2824766.0
2021-02-24,Europe,15239683.0,24433056.0,67203021.0,1755154.0,1042836.0,126269765.0
2021-02-24,North America,22714834.0,76692967.0,54349454.0,1773629.0,7546459.0,542481637.0
2021-02-24,South America,3610768.0,128761.0,22763938.0,788321.0,17812.0,1073363.0
2021-02-25,Africa,487393.0,3681591.0,3622910.0,210239.0,28379.0,7709729.0
2021-02-25,Asia,12265043.0,943602.0,44187673.0,1120974.0,40332.0,2825004.0
2021-02-25,Europe,15704032.0,24433056.0,70725905.0,1774232.0,1042836.0,126270872.0
2021-02-25,North America,24096950.0,78012103.0,56624108.0,1773698.0,7546487.0,564275459.0
2021-02-25,South America,3726705.0,143703.0,23831903.0,788625.0,17817.0,1123308.0
2021-02-26,Africa,514872.0,3777389.0,3853040.0,210260.0,28380.0,7716303.0
2021-02-26,Asia,12751257.0,969048.0,44202776.0,1123977.0,40332.0,2825123.0
2021-02-26,Europe,15936207.0,24433057.0,75548335.0,1793309.0,1042836.0,145955347.0
2021-02-26,North America,25309165.0,78671671.0,57260096.0,1773767.0,7546501.0,586069281.0
2021-02-26,South America,4179849.0,158366.0,24774619.0,788777.0,17820.0,1167108.0
2021-02-27,Africa,542352.0,3873187.0,3968106.0,210270.0,28380.0,7719590.0
2021-02-27,Asia,12884689.0,1003503.0,44217879.0,1125479.0,40332.0,2825243.0
2021-02-27,Europe,16168382.0,26365273.0,80370765.0,1831776.0,1042836.0,165639821.0
